date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
30 janvier 2011 ,Bornes - Aravis,Borne-Fier ,S,45.9774,06.4691,45,,,, néant 
30 janvier 2011 ,Belledonne,Grésivaudan ,NE,45.265061,6.01509,30,,,,RAS
29 janvier 2011 ,Beaufortain,Tarentaise ,S,45.6297,06.4799,45,,,,ras (très stable)
30 janvier 2011 ,Devoluy,Devoluy ,NE,44.6672,05.8579,30,,,,RAS
30 janvier 2011 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,40,45.16994238723128,5.9110239393647745,1597.8564966313768,"rien vu de significatif, dans l'entonnoir, ya 5cm qui partent en surface au virage, mais pas inquiétant selon moi"
30 janvier 2011 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,SE,46.0227,06.9168,35,,,,RAS
29 janvier 2011 ,Lauzière - Cheval Noir,Tarentaise ,SE,45.4141,06.4791,25,,,,Aucune à part de vieilles coulées. Neige croutée presque partout sauf sur les versants les plus au sud.
29 janvier 2011 ,Grandes Rousses - Arves,Maurienne ,N,45.1854,06.3160,45,,,,ras
29 janvier 2011 ,Ecrins,"Haute Durance, Briançonnais ",S,44.9704,6.4998,50,,,,"RAS, sauf petites coulées depuis la barre de séracs du glacier du Monêtier. "
29 janvier 2011 ,Belledonne,Grésivaudan ,SW,45.28252,6.074538,30,,,,RAS
29 janvier 2011 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,RAS
29 janvier 2011 ,Belledonne,Maurienne ,S,45.29037,6.21708,35,,,,RAS
03 mai 2009 ,Belledonne,Maurienne ,N,45.31620,6.25053,35,,,,"Rien ce jour, les vieilles coulées sont transfos."
28 janvier 2011 ,Valais W - Alpes Pennines W,Valais Central ,W,46.02152,7.481517,43,,,,"néant, le manteau est stable à toutes altitudes."
29 janvier 2011 ,Préalpes de Digne,Ubaye ,SW,44.38347,6.50335,37,,,,RAS
29 janvier 2011 ,Bornes - Aravis,Borne-Fier ,T,45.9489,06.5114,40,,,,RAS
29 janvier 2011 ,Belledonne,Grésivaudan ,T,45.14037,5.88762,,45.127787799171855,5.911200683229815,2078.1424507329207,Rien vu.
