"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41"
"Site","Dates","","Altitudes","","","","Dépôt","","","Caractéristiques","","","","","","Météo 3 jours
précédents","","","","","Météo 4h
précédentes","","","","","","Causes","","","","Vic-
times","","","Dégâts ou lieux
atteints","","","","","","Obs",""
"numéro
id","date1","date2","altitude départ","altitude arrivée","versant opposé","zone plane","longeur (m)","largeur (m)","hauteur (m)","A - type départ","B - sol visible ?","C - humidité départ","D - couloir / versant","E - aérosol ?","F - neige dépôt","hauteur de neige","vent fort","direction vent","redoux","pluie","neige","pluie","vent fort","ciel clair","nuages","brouillard","naturelle","involontaire","artificielle","inconnue","néant","blessés","morts","néant","construction","poteaux","forêt","routes","cours d'eau","visibilité","alerte bd event"
"Remarque : Pas d'alerte BD car seuil d'alerte latéral. La photo de cet évènement montre des cassures linéaires (site www.data-avalanche.org).
Pluie jusqu'à haute altitude le 04 en journée puis la neige descend le soir et le vent de Nord/Nord Ouest souffle assez fort.
Cette avalanche descend jusqu'au Vénéon et coupe la RD 530 ainsi que la route communale du Clot d'en bas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","16/04/13
00:00","16/04/13
00:00","?","1410","","","1000","25","","9","9","2","2","2","2","0","","","X","","","","","X","","","X","","","","X","","","","","","","X","","B","N"
"Date du constat : 16/04/2013.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : Pas d'alerte BD car seuil latéral.RD 530 coupée, réouverte aussitôt(2h de travail pour le chargeur dze la commune)afin de faire passer les véhicules légers. Ouverture définitive le
17/04. J'ai été moi même bloquée derrière cette avalanche. Au niveau de la route au moins 5 m de haut et 100 m de long. Cette avalanche a laissé des dépôts tout le long du couloir. Se
sépare en 2 au niveau de la route, 1 branche vers Bernardière(1470m)et l'autre à la route du Clot d'en bas à demi obstruée.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","14/04/13
00:00","14/04/13
00:00","?","1525","","","300","15","2.0","9","9","2","2","2","2","1-20","","","X","","","","","X","","","X","","","","X","","","","","","","X","","B","N"
"Date du constat : 15/04/2013.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : Route 530 obstruée réouverte aussitôt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","05/01/12
00:00","05/01/12
00:00","?","1280","","","","15","","9","9","2","2","2","2","51-
100","X","NO","","","X","?","X","","X","?","X","","","","X","","","","","","","X","","BS","N"
"Date du constat : 06/01/2012.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : Remontée de la limite pluie neige au delà de 1700 m lors de l'évènement.
Compte tenu du danger je n'ai pas pu voir toutes les dimensions du dépôt. Néanmoins grosse avalanche.
L'avalanche descend plus bas que le seuil d'alerte mais c'est un seuil d'alerte latéral. Donc pas d'alerte BD.
RD 53  et voie communale du Clot d'en bas obstruées","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","16/12/11
00:00","16/12/11
00:00","?","1350","","","500","15","2.0","9","9","2","2","2","2","51-
100","X","SO","","","X","","X","","X","","X","","","","X","","","","","","","X","","BS","N"
"Date du constat : 19/12/2011.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : Cette avalanche est arrivée plus bas que le seuil d'alerte, mais c'est un seuil latéral (hameau de Bernardière); cette avalanche étant restée dans le couloir il n'y a pas lieu de
déclencher l'alerte BD/CLPA
Route coupée, ouverte le 17/12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","05/12/10
00:00","06/12/10
00:00","?","1380","","","400","15","3.0","9","9","2","2","2","2","1-20","X","S","X","X","X","X","?","?","?","?","X","","","","X","","","","","","","X","","BS","N"
"Date du constat : 06/12/2010.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : La RD 530 est coupée, la route communale qui dessert le Clot d'en bas également.La RD 530 est dégagée vers 15/16 h le 06/12.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","26/02/10
00:00","26/02/10
00:00","?","1280","","","600","10","4.0","9","9","2","2","2","2","21-50","X","S
X","","","X","","","","","","X","","","","X","","","","","","","X","","BS","N"
"Date du constat : 26/02/2010.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remarque : Route obstruée (+ de 10 sur la route).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n°012
id 9465","24/12/09
00:00","24/12/09
00:00","?","1280","","","600","10","3.0","9","9","2","2","2","2","21-50","X","S","X","","X","X","","","","","X","","","","X","","","","","","","X","","BS","N"
